# Snapshot of 437 maduin ERT invariants.
# Regenerate rows: git -C /Users/FreezingSnail/code/maduin show b7f75b2eb270747ec79b8669913d5199b9c48565:harness/maduin-test.el | awk '/^\(ert-deftest maduin-test-/{name=$2; domain=name; sub(/^maduin-test-/, "", domain); sub(/-.*/, "", domain); print name "\t" domain "\t" NR}'
# total: 437
maduin-test-cockpit-crew-backend-key-bound	cockpit	4508
maduin-test-config-planner-kiro-models-are-opus	config	4515
maduin-test-cockpit-toggle-backend-rejects-invalid-or-active-seat	cockpit	4523
maduin-test-cockpit-backend-binding-mirrors-evil-states	cockpit	4538
maduin-test-dispatch-kiro-fallbacks-cover-every-role	dispatch	4558
maduin-test-kiro-limit-patterns-cover-usage-and-credit	kiro	4572
maduin-test-dispatch-kiro-limited-retry-sticky-and-bounded	dispatch	4578
maduin-test-backend-resolve-uses-concrete-config-precedence	backend	4614
maduin-test-session-opencode-adapter-accepts-optional-effort	session	4630
maduin-test-kiro-completion-statuses-remain-local	kiro	4652
maduin-test-stamp-trailers-order	stamp	4668
maduin-test-stamp-trailers-omits-empty	stamp	4685
maduin-test-stamp-trailers-sanitizes-injection	stamp	4696
maduin-test-stamp-repo-sanitizes-injection	stamp	4705
maduin-test-stamp-trailers-accepts-symbols	stamp	4711
maduin-test-stamp-format-summary	stamp	4719
maduin-test-stamp-format-partial	stamp	4732
maduin-test-stamp-exec-command-quotes-values	stamp	4739
maduin-test-stamp-exec-command-sets-ifexists	stamp	4750
maduin-test-stamp-exec-command-empty-nil	stamp	4765
maduin-test-stamp-parse-roundtrip	stamp	4772
maduin-test-stamp-parse-legacy-without-repo	stamp	4788
maduin-test-stamp-parse-ignores-foreign	stamp	4795
maduin-test-stamp-parse-empty	stamp	4806
maduin-test-dispatch-repair-plan-is-repo-scoped	dispatch	4822
maduin-test-dispatch-repair-uses-repo-seat-workdir-without-sync	dispatch	4835
maduin-test-dispatch-conflict-repairs-failed-entry-repo	dispatch	4860
maduin-test-dispatch-missing-repo-refuses-on-completion	dispatch	4886
maduin-test-cockpit-config-rows-group-every-schema-option	cockpit	4923
maduin-test-cockpit-config-read-dispatches-by-type	cockpit	4934
maduin-test-cockpit-config-apply-refreshes-runtime-only	cockpit	4949
maduin-test-cockpit-config-apply-refreshes-cockpit-buffer	cockpit	4966
maduin-test-cockpit-config-crew-backend-display-updates	cockpit	4985
maduin-test-cockpit-config-apply-rejects-invalid-without-mutation	cockpit	4997
maduin-test-cockpit-config-harness-identity-is-read-only	cockpit	5009
maduin-test-cockpit-config-fallback-without-transient	cockpit	5016
maduin-test-cockpit-config-binding-hint-and-evil-mirror	cockpit	5037
maduin-test-cockpit-visual-faces-palette-and-adaptation	cockpit	5060
maduin-test-cockpit-visual-failed-state-and-glyph-fallback	cockpit	5079
maduin-test-cockpit-visual-cell-faces-and-task-truncation	cockpit	5089
maduin-test-cockpit-visual-header-and-role-grouping	cockpit	5121
maduin-test-cockpit-surfaces-esper-seats	cockpit	5138
maduin-test-cockpit-esper-section-disabled-omits-seats	cockpit	5150
maduin-test-cockpit-esper-seat-matches-role-entry	cockpit	5160
maduin-test-cockpit-schedule-coalesces-burst	cockpit	5207
maduin-test-cockpit-schedule-not-starved	cockpit	5238
maduin-test-cockpit-schedule-hidden-buffer-noop	cockpit	5267
maduin-test-cockpit-schedule-timer-cleared-on-kill	cockpit	5281
maduin-test-dispatch-notify-skips-unchanged-status	dispatch	5300
maduin-test-dispatch-run-loop-sweep-failed-query-finishes	dispatch	5323
maduin-test-dispatch-run-loop-sweep-spawn-failure-finishes	dispatch	5349
maduin-test-dispatch-run-loop-no-sync-query	dispatch	5371
maduin-test-dispatch-run-loop-drain-midchain	dispatch	5393
maduin-test-dispatch-stop-cancels-async-tick	dispatch	5418
maduin-test-dispatch-start-clears-stale-freeze	dispatch	5437
maduin-test-dispatch-run-loop-logs-skipped-tick	dispatch	5466
maduin-test-dispatch-spawn-low-uses-luna	dispatch	5500
maduin-test-dispatch-spawn-high-uses-terra	dispatch	5509
maduin-test-dispatch-spawn-opencode-ignores-difficulty	dispatch	5518
maduin-test-dispatch-spawn-difficulty-error-defaults	dispatch	5528
maduin-test-dispatch-fallback-retains-difficulty-and-effort	dispatch	5554
maduin-test-dispatch-set-status-preserves-other-entries	dispatch	5585
maduin-test-cockpit-refresh-never-renders-foreign-buffer	cockpit	5609
maduin-test-cockpit-window-change-rearms-timer	cockpit	5623
maduin-test-dispatch-syncs-seat-before-claim	dispatch	5701
maduin-test-dispatch-repairer-skips-sync	dispatch	5719
maduin-test-dispatch-sync-seam-default	dispatch	5733
maduin-test-repair-plan-rebases-not-merges	repair	5739
maduin-test-log-appends-lines	log	5764
maduin-test-log-respects-level	log	5776
maduin-test-log-format-string-without-args-is-verbatim	log	5785
maduin-test-log-never-signals	log	5792
maduin-test-log-trims-to-max-lines	log	5800
maduin-test-log-event-string	log	5811
maduin-test-log-level-threshold	log	5820
maduin-test-log-mode-bindings-are-evil-aware	log	5828
maduin-test-dispatch-logs-pickup-and-finish	dispatch	5835
maduin-test-log-repo-name-is-safe-and-normalized	log	5853
maduin-test-log-repo-land-close-recover-and-malformed-entry	log	5861
maduin-test-log-repo-review-events-and-fleet-hold	log	5888
maduin-test-log-repo-tick-details-debug-only	log	5921
maduin-test-repo-admits-git-beads-worktree-roots	repo	5974
maduin-test-repo-falls-back-to-ambient-repository	repo	5988
maduin-test-repo-fallback-respects-explicit-and-filters	repo	6001
maduin-test-repo-include-filter	repo	6018
